Original,Furigana,English,JLPT Level,Korean
以下,いか,"less than, below",N4,"이하, 이하"
選ぶ,えらぶ,to choose; to select,N4,선택하다; 선택하다
～ばかり,～ばかり,"just did ~, only",N4,"방금 ~했어요, 단지"
心,こころ,"heart, mind",N4,"마음, 마음"
～だす,～だす,to start doing ~,N4,~을 시작하다
サラダ,サラダ,salad,N4,샐러드
届ける,とどける,to deliver (v.t.),N4,배달하다 (v.t.)
挨拶,あいさつする,greet(ing),N4,인사하다
景色,けしき,"scenery, landscape",N4,"풍경, 풍경"
確か,たしか,"if I remember correctly; certain, definite",N4,"내 기억이 맞다면; 확실한, 확실한"
ステーキ,ステーキ,steak,N4,스테이크
食料品,しょくりょうひん,"foodstuff, groceries",N4,"식료품, 식료품"
森,もり,forest,N4,숲
以内,いない,"within, less (no more) than",N4,"이내, 이하(더 이상)"
予定,よてい,"plans, arrangement, schedule",N4,"계획, 배열, 일정"
オーバー,オーバー,"overcoat; over, exceeding, exaggeration",N4,"외투; 초과하다, 초과하다, 과장하다"
乾く,かわく,to get dry,N4,건조해지다
石,いし,stone,N4,결석
思い出す,おもいだす,"to recall, to remember",N4,"기억하다, 기억하다"
踊る,おどる,to dance,N4,춤을 추다
細かい,こまかい,"small; fine, minute",N4,"작은; 알았어, 잠깐만"
塗る,ぬる,"to paint, to plaster",N4,"칠하다, 회반죽하다"
ご主人,ごしゅじん,"(your, her) husband",N4,"(당신, 그녀의) 남편"
珍しい,めずらしい,"unusual, rare",N4,"특이한, 희귀한"
用,よう,"errand, task, business (to take care of)",N4,"심부름, 일, 사업(처리하다)"
公務員,こうむいん,"government worker, public servant",N4,"공무원, 공무원"
お嬢さん,おじょうさん,(someone's) daughter (polite),N4,(누군가의) 딸 (공손한)
用意,ようい,preparation,N4,준비
探す,さがす,"to search, to seek, to look for",N4,"검색하다, 찾다, 찾다"
形,かたち,shape,N4,모양
運転,うんてんする,driving,N4,운전
すっかり,すっかり,"all, completely",N4,"모두, 완전히"
アナウンサー,アナウンサー,announcer,N4,아나운서
お土産,おみやげ,souvenir,N4,기념품
消しゴム,けしゴム,eraser,N4,지우개
旅館,りょかん,a Japanese inn,N4,일본식 여관
海岸,かいがん,"coast, seashore",N4,"해안, 해변"
寂しい,さびしい,"lonely, lonesome",N4,"외로운, 외로운"
火,ひ,fire,N4,불
育てる,そだてる,to raise (v.t.); to bring up,N4,올리다 (v.t.); 키우다
味噌,みそ,"miso, bean paste",N4,"된장, 된장"
お祝い,おいわい,"congratulation, celebration",N4,"축하, 축하"
乗り物,のりもの,vehicle,N4,차량
案内,あんないする,"information, guidance",N4,"정보, 안내"
通う,かよう,to go back and forth; to commute,N4,앞뒤로 이동하기 위해; 통근하다
連れる,つれる,"to lead, to take (a person)",N4,"(사람을) 이끌다, 데려가다"
技術,ぎじゅつ,"technique, technology, skill",N4,"기술, 기술, 기술"
小鳥,ことり,small bird,N4,작은 새
下宿,げしゅく,"lodging, boarding house",N4,"숙소, 하숙집"
ジャム,ジャム,jam,N4,잼
招待,しょうたいする,invitation,N4,초대
鏡,かがみ,mirror,N4,거울
はず,はず,it should be so,N4,그래야지
法律,ほうりつ,law,N4,법
進む,すすむ,"to advance, to proceed",N4,"전진하다, 진행하다"
楽む,たのしむ,to enjoy,N4,즐기다
貿易,ぼうえき,trade,N4,거래
反対,はんたい,"oppose, opposition, resistance",N4,"반대하다, 반대하다, 저항하다"
おる,おる,-- extra-modest expression for いる --,N4,-- '있다'에 대한 매우 겸손한 표현 --
申す,もうす,-- extra-modest (humble) expression for 言う (いう) --,N4,-- 매우 겸손한(겸손한) 표현: 言(い우) --
試験,しけん,an exam,N4,시험
真面目,まじめ,"diligent, serious",N4,"부지런한, 진지한"
ごらんになる,,-- honorific expression for みる --,N4,-- まり에 대한 존댓말 --
店員,てんいん,clerk; shop-employee,N4,사무원; 상점 직원
泊まる,とまる,to stay (over night) (v.i.),N4,(over night) 머물다 (v.i.)
よろしい,よろしい,"(hon.) good, OK, all right",N4,(아님.) 알았어 알았어 알았어
今夜,こんや,"this evening, tonight",N4,"오늘 저녁, 오늘 밤"
おつり,おつり,change; balance of money returned to the purchaser,N4,변화; 구매자에게 반환된 잔액
チェックする,チェックする,check,N4,확인하다
会話,かいわ,conversation,N4,대화
空気,くうき,"air, atmosphere",N4,"공기, 분위기"
交通,こうつう,"traffic, transportation",N4,"교통, 교통"
ワープロ,ワープロ,word processor,N4,워드 프로세서
喜ぶ,よろこぶ,"to rejoice, to be delighted, to be glad",N4,"기뻐하다, 기뻐하다, 기뻐하다"
急行,きゅうこう,express train or bus,N4,급행열차나 버스
皆,みな,everyone,N4,모든 사람
味,あじ,"flavor, taste",N4,"맛, 맛"
空港,くうこう,airport,N4,공항
手袋,てぶくろ,glove(s),N4,장갑)
校長,こうちょう,"principal, headmaster",N4,"교장, 교장"
ごちそう,ごちそう,"feast, treating (someone)",N4,"잔치, 치료 (누군가)"
踊り,おどり,dance,N4,춤
興味,きょうみ,interest (in something),N4,(뭔가에) 관심
引っ越す,ひっこす,to move to a new place of residence,N4,새로운 거주지로 이사하기 위해
冷房,れいぼう,"cooling, air conditioning",N4,"냉방, 에어컨"
都合,つごう,"circumstances, convenience",N4,"상황, 편의"
遠慮,えんりょする,"restraint, reserve, hesitate",N4,"자제하다, 보류하다, 망설이다"
亡くなる,なくなる,to pass away,N4,세상을 떠나다
科学,かがく,science,N4,과학
はっきり,はっきり,"clearly, distinctly",N4,"분명히, 뚜렷하게"
差し上げる,さしあげる,-- humble expression for あげる --,N4,--あげRU의 겸허한 표현 --
気持ち,きもち,"feeling, sensation, mood",N4,"느낌, 감각, 기분"
祖父,そふ,grandfather,N4,할아버지
港,みなと,"harbor, port",N4,"항구, 항구"
予約,よやく,reservation,N4,예약
凄い,すごい,"terrific, great",N4,"훌륭하다, 훌륭하다"
入学,にゅうがくする,entry to school or university,N4,학교나 대학교 입학
片付ける,かたづける,"to (clean) tidy up (v.t.), to put away",N4,(청소하다) 정돈하다 (동사) 치워두다
写す,うつす,to copy (v.t.); to photograph,N4,복사하다 (v.t.); 사진을 찍다
パソコン,パソコン,(personal) computer,N4,(개인용) 컴퓨터
部長,ぶちょう,department (division) manager,N4,부서(부서) 과장
火事,かじ,fire,N4,불
足す,たす,to add (numbers),N4,(숫자를) 더하다
教会,きょうかい,church,N4,교회
彼ら,かれら,they (usually male),N4,그들(보통 남자)
一杯,いっぱい,"full, to the utmost",N4,"가득 차다, 최대한으로"
アメリカ,アメリカ,"America, U.S.A.",N4,"미국, 미국"
男性,だんせい,man; male,N4,남성; 남성
理由,りゆう,reason,N4,이유
生産,せいさんする,production; to produce,N4,생산; 생산하다
着物,きもの,kimono; Japanese traditional dress,N4,키모노; 일본 전통 의상
おもちゃ,おもちゃ,a toy,N4,장난감
暮れる,くれる,"to get dark, to come to an end",N4,"어두워지다, 끝나다"
釣る,つる,to fish,N4,낚시하다
～ちゃん,～ちゃん,suffix for familiar (female) person,N4,친숙한(여성) 사람을 가리키는 접미사
打つ,うつ,"to hit, to strike",N4,"때리다, 때리다"
あんな,あんな,"such, like that",N4,"그런, 그런"
謝る,あやまる,to apologize,N4,사과하다
昼間,ひるま,"daytime, during the day",N4,"낮, 낮에"
教育,きょういく,education,N4,교육
女性,じょせい,woman,N4,여성
米,こめ,uncooked rice,N4,생 쌀
邪魔,じゃま,"hindrance, intrusion",N4,"방해, 침입"
国際,こくさい,international,N4,국제적인
隅,すみ,corner,N4,모서리
伺う,うかがう,"humble form of 行く (いく), 聞く (きく) and ?る (くる)",N4,"行KU(いKU), 聞KU(KIKU) 및 ?uru(KURU)의 겸손한 형태"
再来週,さらいしゅう,the week after next,N4,다음 주
夢,ゆめ,a dream,N4,꿈
喉,のど,throat,N4,목
最近,さいきん,"recently, nowadays, in recent years, most recent, latest",N4,"최근, 최근, 최근, 가장 최근, 최신"
周り,まわり,surroundings,N4,주위
歴史,れきし,history,N4,역사
不便,ふべん,inconvenience,N4,불편
血,ち,blood,N4,피
～続ける,～つづける,to continue doing ~,N4,~을 계속하다
毛,け,"hair, fur",N4,"머리카락, 모피"
ひどい,ひどい,"terrible, awful, unfair, cruel",N4,"끔찍한, 끔찍한, 불공평한, 잔인한"
例えば,たとえば,"for example, e.g.",N4,예를 들어
中々,なかなか,"very, considerably, quite",N4,"매우, 상당히, 꽤"
随分,ずいぶん,extremely,N4,극도로
～やすい,～やすい,easy to do ~,N4,하기 쉽다 ~
押し入れ,おしいれ,closet,N4,벽장
電灯,でんとう,electric light,N4,전등
叱る,しかる,to scold,N4,꾸짖다
サンダル,サンダル,sandal,N4,샌들
びっくりする,びっくりする,to be surprised,N4,놀라다
うまい,うまい,delicious; skillful; fortunate,N4,맛있는; 잘 만들어진; 운이 좋은
変える,かえる,"to change, to alter, to vary",N4,"바꾸다, 바꾸다, 변화시키다"
講堂,こうどう,auditorium,N4,강당
子,こ,child,N4,어린이
沸かす,わかす,to boil,N4,끓이다
レジ,レジ,register,N4,등록하다
しばらく,しばらく,little while,N4,잠깐
特に,とくに,particularly,N4,특히
空く,あく,"to open, to become empty (vacant)",N4,"열다, 비우다 (비어지다)"
計画,けいかくする,"plan, project, schedule",N4,"계획, 프로젝트, 일정"
通り,とおり,"~ Street, ~ Avenue",N4,"~ 거리, ~ 거리"
下着,したぎ,underwear,N4,속옷
経済,けいざい,"economics, finance, economy",N4,"경제, 금융, 경제"
こう,こう,"like this, this way",N4,"이렇게, 이렇게"
是非,ぜひ,"certainly, by all means; without fail",N4,"확실히, 꼭, 꼭; 어김없이"
裏,うら,"reverse side, back",N4,"뒷면, 뒷면"
為,ため,"good, advantage, in order to",N4,"좋아, 이점을 위해서"
おいでになる,おいでになる,(hon.) to be,N4,(여보.) 되려고
変わる,かわる,"to change (v.i.), to be transformed, to vary",N4,"변화시키다 (v.i.), 변형시키다, 변화시키다"
以外,いがい,"other than, with the exception of, excepting",N4,"~을 제외하고, ~을 제외하고"
済む,すむ,"to finish, to end",N4,"끝내다, 끝내다"
ハンバーグ,ハンバーグ,hamburger steak,N4,햄버거 스테이크
市,し,city,N4,도시
引き出し,ひきだし,drawer,N4,서랍
遊び,あそび,play,N4,놀다
支度,したくする,preparation,N4,준비
～始める,～はじめる,to start doing ~,N4,~을 시작하다
見える,みえる,to be visible; -- polite verb meaning ?る (くる) --,N4,눈에 보이도록; -- 정중한 동사 의미 ?uru(kuuru) --
十分,じゅうぶん,enough,N4,충분한
音,おと,"sound, note",N4,"소리, 메모"
きっと,きっと,"surely, definitely, undoubtedly, certainly",N4,"확실히, 확실히, 의심할 여지 없이, 확실히"
まず,まず,"first (of all), to start with",N4,"(무엇보다도) 먼저, 시작하려면"
遠く,とおく,"far away, distant",N4,"멀리, 먼"
大体,だいたい,approximately; in most cases; in general; to begin with (same as もともと),N4,약; 대부분의 경우; 일반적으로; 처음부터 (もともと와 동일)
折れる,おれる,"to break, to be folded, to give in; to turn (a corner)",N4,"부수다, 접히다, 포기하다; (모퉁이를) 돌리다"
正しい,ただしい,correct,N4,옳은
輸入,ゆにゅう,import,N4,수입
返事,へんじ,"reply, answer",N4,"대답하다, 대답하다"
都,と,metropolitan,N4,대주교
産業,さんぎょう,industry,N4,산업
伝える,つたえる,"to convey (a message); to tell, to report",N4,"(메시지)를 전달하다; 말하다, 보고하다"
お金持ち,かねもち; おかねもち,rich person,N4,호부
説明,せつめい,explanation,N4,설명
島,しま,island,N4,섬
道具,どうぐ,tool,N4,도구
滑る,すべる,"to slide, to slip",N4,"미끄러지다, 미끄러지다"
それほど,それほど,to that degree; extent,N4,그 정도; 정도
以上,いじょう,more than; this is all,N4,이상; 이게 다야
～まま,～まま,as it is,N4,그대로
特急,とっきゅう,limited express (train faster than an express),N4,특급 (급행보다 빠른 열차)
プレゼント,プレゼント,"present, gift",N4,"선물, 선물"
～(に) よると,～(に) よると,according to ~,N4,~에 따르면
妻,つま,wife (humble),N4,아내 (겸손)
帰り,かえり,"return, coming back",N4,"돌아오다, 돌아오다"
具合,ぐあい,"condition, state, health",N4,"상태, 상태, 건강"
堅; 硬; 固い,かたい,"solid, hard, firm",N4,"단단한, 단단한, 확고한"
駐車場,ちゅうしゃじょう,parking lot,N4,주차장
スーツ,スーツ,suit,N4,정장
危険,きけん,"danger, risk, hazard",N4,"위험, 위험, 위험"
髪,かみ,hair,N4,머리카락
天気予報,てんきよほう,weather forecast,N4,일기 예보
彼女,かのじょ,girlfriend; she,N4,여자 친구; 그녀
間,あいだ,"space, interval",N4,"공간, 간격"
卒業,そつぎょう,graduation,N4,눈금
それで,それで,"and (conj.), thereupon, because of that",N4,"그리고 (conj.), 그 때문에, 그것 때문에"
枝,えだ,"branch, twig",N4,"가지, 나뭇가지"
専門,せんもん,major; speciality,N4,주요한; 전문
そろそろ,そろそろ,"gradually, soon",N4,"점차적으로, 곧"
送る,おくる,"to send, to dispatch",N4,"보내다, 파견하다"
あげる,あげる,to give,N4,주다
騒ぐ,さわぐ,"to make noise, to clamor",N4,"소리를 지르다, 떠들다"
尋ねる,たずねる,to inquire (same as 質問する),N4,문의하다
放送,ほうそうする,broadcasting,N4,방송
政治,せいじ,politics,N4,정치
市民,しみん,citizen,N4,시민
ファックス,ファックス,fax,N4,팩스
負ける,まける,"to lose (a game) (v.i.), to be defeated",N4,"(게임)에 지다 (v.i.), 패배하다"
指輪,ゆびわ,(finger) ring,N4,(손가락) 반지
田舎,いなか,"rural, countryside",N4,"시골, 시골"
見つける,みつける,"to discover, to find (v.t.)",N4,"발견하다, 찾다 (v.t.)"
